,wt-SNE 1,wt-SNE 2,type
GSM557089.CEL.gz,-3.4030129966257237,-2.073064619906328,normal
GSM557091.CEL.gz,-2.233669197234956,-1.451914913467015,normal
GSM557093.CEL.gz,-2.9212649097031926,1.0617133720016603,normal
GSM557095.CEL.gz,-2.659337228046451,1.3463268673559072,normal
GSM557097.CEL.gz,-2.8861906729080986,0.8654691767487849,normal
GSM557099.CEL.gz,-3.990255202574335,1.4935863800664195,normal
GSM557101.CEL.gz,4.090782663200034,-1.397410082471743,normal
GSM557103.CEL.gz,-4.231422731043494,-0.25077471315197214,normal
GSM557105.CEL.gz,-3.710848019162439,-0.3614511647275249,normal
GSM557107.CEL.gz,-0.02675844145664885,-3.1921362268654474,normal
GSM557109.CEL.gz,-1.731697454512537,1.1632902359715056,normal
GSM557111.CEL.gz,4.2148147038517925,-1.1849763442890238,normal
GSM557113.CEL.gz,-0.3909160134629113,-0.37572109733369896,normal
GSM557115.CEL.gz,-2.0857601956810794,0.20322653431365617,normal
GSM557117.CEL.gz,4.1865791688221,-1.1287097767533154,normal
GSM557119.CEL.gz,-2.3460637786992358,0.14177578348027242,normal
GSM557121.CEL.gz,-5.194860683881638,2.147459774830292,normal
GSM557123.CEL.gz,2.4245956020794637,4.613459184591888,normal
GSM557125.CEL.gz,-1.5908920518603014,-0.696097083365131,normal
GSM557127.CEL.gz,0.7234810708047283,-3.098396766056182,normal
GSM557129.CEL.gz,4.017406476960576,3.262516361145703,normal
GSM557131.CEL.gz,3.666763344785985,4.629326400982004,normal
GSM557133.CEL.gz,3.084288807763867,3.7927110314627805,normal
GSM557135.CEL.gz,3.867830858655028,3.035842839065856,normal
GSM557090.CEL.gz,-3.9126129760793353,-2.3798182901230485,heptocarcinoma
GSM557092.CEL.gz,-1.2060979880381284,-5.227395947876714,heptocarcinoma
GSM557094.CEL.gz,-3.4426992542884207,3.2614733462152707,heptocarcinoma
GSM557096.CEL.gz,-3.1231133271969327,2.5148910833712357,heptocarcinoma
GSM557098.CEL.gz,-1.267448179995984,3.021398501190851,heptocarcinoma
GSM557100.CEL.gz,-2.3366373703324483,2.098752003890243,heptocarcinoma
GSM557102.CEL.gz,4.461720450953523,-3.537543760364826,heptocarcinoma
GSM557104.CEL.gz,-0.009397720141734482,-4.047553106154408,heptocarcinoma
GSM557106.CEL.gz,0.370055061139761,-3.98584135964793,heptocarcinoma
GSM557108.CEL.gz,0.3711599932936146,-3.0098458106450936,heptocarcinoma
GSM557110.CEL.gz,-1.568513698091844,0.6869385231067633,heptocarcinoma
GSM557112.CEL.gz,4.866594441059794,-2.4162516779653957,heptocarcinoma
GSM557114.CEL.gz,-0.07499136949876627,0.7919913300323598,heptocarcinoma
GSM557116.CEL.gz,-1.2339267091778356,-3.428276357181059,heptocarcinoma
GSM557118.CEL.gz,4.57856484293424,-2.6620776226190497,heptocarcinoma
GSM557120.CEL.gz,-1.1382721923338113,2.069283263277814,heptocarcinoma
GSM557122.CEL.gz,-1.5631923726048922,-3.703608309163672,heptocarcinoma
GSM557124.CEL.gz,3.2899575654124784,3.9973659602693856,heptocarcinoma
GSM557126.CEL.gz,-1.9771613549424976,-3.392322527354743,heptocarcinoma
GSM557128.CEL.gz,0.756667535503377,-5.069219168428154,heptocarcinoma
GSM557130.CEL.gz,1.990520644293141,5.009595023435878,heptocarcinoma
GSM557132.CEL.gz,2.9956435307932376,2.660373325747605,heptocarcinoma
GSM557134.CEL.gz,3.966215552838558,2.1225920483831735,heptocarcinoma
GSM557136.CEL.gz,4.3333717744303755,2.0790483749741653,heptocarcinoma
