,wt-SNE 1,wt-SNE 2,type
GSM557089.CEL.gz,1.6857905446841588,4.29890189837772,normal
GSM557091.CEL.gz,0.9911375592795322,4.072043815731233,normal
GSM557093.CEL.gz,0.7895621487394788,2.056121977334538,normal
GSM557095.CEL.gz,0.4448293558619217,1.515016999477757,normal
GSM557097.CEL.gz,0.9360318011107709,2.274755571392501,normal
GSM557099.CEL.gz,1.2664708405754144,1.310785495367651,normal
GSM557101.CEL.gz,-1.6107198246196839,6.628824941812667,normal
GSM557103.CEL.gz,2.378028401834931,2.3878657618769914,normal
GSM557105.CEL.gz,1.900904307734242,2.8258600785543506,normal
GSM557107.CEL.gz,1.8240055746246038,5.678646906446285,normal
GSM557109.CEL.gz,-0.1196967534324559,1.9206981115293777,normal
GSM557111.CEL.gz,-1.1044867518194086,6.639389412606605,normal
GSM557113.CEL.gz,-1.0726077736659843,3.7980862807797875,normal
GSM557115.CEL.gz,0.41881388573224054,2.8048533442154744,normal
GSM557117.CEL.gz,-1.0828345825257557,6.571426810439461,normal
GSM557119.CEL.gz,-0.26523079812280925,2.814695923960703,normal
GSM557121.CEL.gz,-2.0209172123942074,1.4786241507352875,normal
GSM557123.CEL.gz,-4.341326727603682,1.1259062316764283,normal
GSM557125.CEL.gz,0.09545673449272325,3.869170111085937,normal
GSM557127.CEL.gz,0.8297363944974081,5.5199457185910585,normal
GSM557129.CEL.gz,-3.548731110858566,3.0191434047337378,normal
GSM557131.CEL.gz,-2.9037171717507673,1.857828125808842,normal
GSM557133.CEL.gz,-3.855512288746367,1.998053313565284,normal
GSM557135.CEL.gz,-3.47109372946656,2.7536516414972585,normal
GSM557090.CEL.gz,0.525989546756043,-3.977858515868452,heptocarcinoma
GSM557092.CEL.gz,2.988510999442516,-4.499738299729663,heptocarcinoma
GSM557094.CEL.gz,2.8814973900731076,-3.6369264944528696,heptocarcinoma
GSM557096.CEL.gz,1.9595623163461395,-2.3627885174375174,heptocarcinoma
GSM557098.CEL.gz,-0.11676584482056042,-0.7016419423455853,heptocarcinoma
GSM557100.CEL.gz,0.9874158506205484,-1.6225228212066376,heptocarcinoma
GSM557102.CEL.gz,2.6541767296319585,-7.836564751525566,heptocarcinoma
GSM557104.CEL.gz,1.9102607417488522,-4.907897956995298,heptocarcinoma
GSM557106.CEL.gz,1.8589042887500125,-5.146048065093485,heptocarcinoma
GSM557108.CEL.gz,1.6188453237495624,5.962302533099452,heptocarcinoma
GSM557110.CEL.gz,1.0463297278428525,-1.0606160205350657,heptocarcinoma
GSM557112.CEL.gz,1.5644704845362314,-7.408481328566037,heptocarcinoma
GSM557114.CEL.gz,-0.029270819033575417,-2.5658785061834943,heptocarcinoma
GSM557116.CEL.gz,0.810154180366556,-4.928794329780489,heptocarcinoma
GSM557118.CEL.gz,1.8019565721346298,-7.3585985279391695,heptocarcinoma
GSM557120.CEL.gz,0.3227033906052979,-1.6727619001209857,heptocarcinoma
GSM557122.CEL.gz,0.7849295784897375,-5.838936675579114,heptocarcinoma
GSM557124.CEL.gz,-3.726276466794094,1.111180766879484,heptocarcinoma
GSM557126.CEL.gz,0.33123509631513876,-4.913974997250038,heptocarcinoma
GSM557128.CEL.gz,2.7059973471989975,-6.255875644188325,heptocarcinoma
GSM557130.CEL.gz,-4.393275897839727,-0.10565800326822966,heptocarcinoma
GSM557132.CEL.gz,-2.4578737398632375,-2.7312689747461256,heptocarcinoma
GSM557134.CEL.gz,-2.2609670939556747,-3.0525556151385573,heptocarcinoma
GSM557136.CEL.gz,-1.9324025264624975,-3.7083914396251694,heptocarcinoma
