,wt-SNE 1,wt-SNE 2,type
GSM153054.CEL,3.2987806239539266,2.419605772482113,primary_prostate_tumor
GSM153055.CEL,-0.8419220376030326,0.4555807518239527,primary_prostate_tumor
GSM153056.CEL,2.067488099126857,-3.6012884131929184,primary_prostate_tumor
GSM153057.CEL,-2.90731808037822,-2.875987650504592,primary_prostate_tumor
GSM153058.CEL,-3.218213421742403,-3.0648390311978777,primary_prostate_tumor
GSM153059.CEL,-2.014752230016435,-3.4379517273191915,primary_prostate_tumor
GSM153061.CEL,-4.01807619454227,0.7803657209906215,primary_prostate_tumor
GSM153063.CEL,-0.014106424896211747,4.410660577775566,primary_prostate_tumor
GSM153064.CEL,-2.4606631529476894,3.6531660192369872,primary_prostate_tumor
GSM153066.CEL,4.520236605719437,-0.7056841007026446,primary_prostate_tumor
GSM153067.CEL,0.7525431267779419,2.349726242753106,primary_prostate_tumor
GSM153068.CEL,0.043178307304865694,-4.215561792228256,primary_prostate_tumor
GSM153069.CEL,-1.338403618028034,1.8238720974090872,primary_prostate_tumor
GSM153070.CEL,-1.50675509838688,-3.5586015225278746,primary_prostate_tumor
GSM153072.CEL,1.2668851695400425,3.805771941100722,primary_prostate_tumor
GSM153073.CEL,-0.47203536753464553,3.280442562721072,primary_prostate_tumor
GSM153074.CEL,-0.18160598665246364,-1.0213658303404223,primary_prostate_tumor
GSM153075.CEL,-1.117998792300944,-1.8237724364647945,primary_prostate_tumor
GSM153076.CEL,1.5532575834203382,2.05432496918522,primary_prostate_tumor
GSM153077.CEL,1.7647779827272445,-1.6188240679697121,primary_prostate_tumor
GSM153078.CEL,0.012701199224662205,-3.2194210427710646,primary_prostate_tumor
GSM153079.CEL,0.9897906070686198,-1.306124599825518,primary_prostate_tumor
GSM153080.CEL,3.5752246108938928,0.8271303761604727,primary_prostate_tumor
GSM153081.CEL,1.4279369876192638,-2.352577930417527,primary_prostate_tumor
GSM153082.CEL,0.8259586885527369,0.639480900316612,primary_prostate_tumor
GSM153083.CEL,0.862046117560933,-1.4359292912371358,primary_prostate_tumor
GSM153084.CEL,1.0108768254995586,-2.8539117986343063,primary_prostate_tumor
GSM153085.CEL,3.031021708982011,-1.9564035781202083,primary_prostate_tumor
GSM153086.CEL,1.8855006624299429,-0.001939605817226565,primary_prostate_tumor
GSM153087.CEL,-0.02670336486873802,0.12295760044557275,primary_prostate_tumor
GSM153088.CEL,1.7627386754640075,2.0455535551351254,primary_prostate_tumor
GSM153089.CEL,4.258657846081497,-1.8008244107382803,primary_prostate_tumor
GSM153090.CEL,0.5405741786608834,-0.3155511981796447,primary_prostate_tumor
GSM153091.CEL,0.29846792861260374,-1.4972007769100735,primary_prostate_tumor
GSM153092.CEL,0.01868236259998025,-1.4403900463510144,primary_prostate_tumor
GSM153093.CEL,-2.040147955444361,-0.3325453805704293,primary_prostate_tumor
GSM153094.CEL,1.3432522729575447,-0.5021968479435883,primary_prostate_tumor
GSM153095.CEL,2.3235692038632543,3.0468994044962145,primary_prostate_tumor
GSM153096.CEL,1.9394523034831375,-0.6246969817627672,primary_prostate_tumor
GSM153097.CEL,1.9975332390204874,-1.1472195804670084,primary_prostate_tumor
GSM153098.CEL,0.8768168815551537,3.3565280693519393,primary_prostate_tumor
GSM153099.CEL,0.34085714020987945,1.2045205020234568,primary_prostate_tumor
GSM153100.CEL,0.2533800506169066,0.1701896686423911,primary_prostate_tumor
GSM153101.CEL,0.8039726217575545,0.12303351572241031,primary_prostate_tumor
GSM153102.CEL,-3.901781415193786,-0.5348982506674868,primary_prostate_tumor
GSM153103.CEL,1.8216083762848956,-1.1742835760958383,primary_prostate_tumor
GSM153104.CEL,-2.3644073202191525,2.4706653532440632,primary_prostate_tumor
GSM153106.CEL,-3.6115683723867464,-0.38667771789190525,primary_prostate_tumor
GSM153107.CEL,2.4051732757611632,-1.7355083399000384,primary_prostate_tumor
GSM153108.CEL,-3.1274673575778715,1.6639940821939783,primary_prostate_tumor
GSM153109.CEL,-3.80455692598933,-0.4388343458795635,primary_prostate_tumor
GSM153110.CEL,3.1985078537398794,-0.4878263535631476,primary_prostate_tumor
GSM153111.CEL,2.231147318432671,-1.0111327394315393,primary_prostate_tumor
GSM153112.CEL,0.6803000153325016,1.1418121276547724,primary_prostate_tumor
GSM153113.CEL,2.4760927195728657,0.12012089708577577,primary_prostate_tumor
GSM153114.CEL,-0.6429186162176421,-1.0143064859047946,primary_prostate_tumor
GSM187533.CEL,3.317514962009233,-2.817642534205546,primary_prostate_tumor
GSM187534.CEL,3.4979854697972907,-2.0795046112909725,primary_prostate_tumor
GSM187535.CEL,3.177739238486306,-1.4485014951054263,primary_prostate_tumor
GSM153238.CEL,3.799900304446924,2.3364377687434614,normal
GSM153239.CEL,-3.043499612439593,0.9678717341084232,normal
GSM153240.CEL,-1.3240578599755446,-1.0762639782488623,normal
GSM153241.CEL,2.357014324720704,-3.6911600462960252,normal
GSM153242.CEL,-3.7449630475936737,-1.8822642776418188,normal
GSM153243.CEL,-4.348175661008334,2.1586981902157953,normal
GSM153244.CEL,-2.9210580202144776,-2.82700951123724,normal
GSM153245.CEL,-1.7942815858796282,2.900241560907743,normal
GSM153247.CEL,3.086443151524975,1.936750759842998,normal
GSM153248.CEL,1.8099090721626767,1.76650569491809,normal
GSM153249.CEL,-0.32918812367671424,0.38925666997575054,normal
GSM153250.CEL,1.1112931643013966,1.4596351226328288,normal
GSM153251.CEL,-1.9274128480067314,-3.961794567957162,normal
GSM153252.CEL,0.557251210639841,2.0099281497557735,normal
GSM153253.CEL,-1.5721765630836972,2.1014509193293054,normal
GSM153254.CEL,-1.6079672862952112,-2.9572862147520818,normal
GSM153255.CEL,-3.076464572962505,2.46007290593766,normal
GSM153256.CEL,0.0749118819405466,2.121668252952089,normal
GSM153257.CEL,-0.8368187112224911,1.9621150520215886,normal
GSM153258.CEL,0.7425345321856692,-1.9479367229546378,normal
GSM153259.CEL,3.2779674685764615,-0.47040864830031287,normal
GSM153260.CEL,1.8999473616146973,-2.6276978742706105,normal
GSM153261.CEL,0.9607472076935412,-3.5459591198606546,normal
GSM153262.CEL,-0.20781143780026812,-0.20427200775509213,normal
GSM153263.CEL,0.8414441843836193,-0.34371918299292936,normal
GSM153264.CEL,1.410612052225541,0.3315904574939564,normal
GSM153265.CEL,-1.3979805381125903,-0.3958244711694545,normal
GSM153266.CEL,0.25254147331339144,-2.0745829080055995,normal
GSM153267.CEL,-0.05177727065544932,-1.9390848902610347,normal
GSM153268.CEL,-2.378886898477844,0.6937758632157189,normal
GSM153269.CEL,-0.45152988245890185,-0.7640366180503354,normal
GSM153270.CEL,-0.507700208100629,-2.356239750097,normal
GSM153271.CEL,1.2155860504899667,1.9759935430530011,normal
GSM153272.CEL,0.3075558192371861,2.178569720219361,normal
GSM153273.CEL,2.3933728215901056,0.828756438415413,normal
GSM153274.CEL,-0.6123153777544985,-1.4632893237165412,normal
GSM153275.CEL,-0.6633895068684172,-1.0011707644335135,normal
GSM153276.CEL,-2.5935682117543273,-0.0003842133940026546,normal
GSM153277.CEL,-1.5831969573818747,-0.8913149092035063,normal
GSM153278.CEL,-1.7695542843565748,-1.6581288714824824,normal
GSM153279.CEL,-1.828734143751898,0.5714789212166888,normal
GSM153280.CEL,-1.396757086088765,0.15913381585035302,normal
GSM153281.CEL,-1.1318620542923252,-0.25833202928760646,normal
GSM153282.CEL,-2.3947294695882633,1.312285499081804,normal
GSM153283.CEL,1.5416337954947634,0.7200918644176665,normal
GSM153284.CEL,0.01654839968970898,0.9118882893990853,normal
GSM153285.CEL,-1.5415878954419253,2.187277958100896,normal
GSM153286.CEL,-0.30985327564816756,2.3593008927025547,normal
GSM153288.CEL,-1.6058360609829971,1.7862229171182944,normal
GSM153289.CEL,-0.7437894236669034,0.9609221070759972,normal
GSM153290.CEL,-3.595842878805692,2.429743620274313,normal
GSM153291.CEL,-3.152097255236199,2.4635697322087564,normal
GSM153292.CEL,-0.3570089378850223,1.5275858322933102,normal
GSM153293.CEL,-0.04966896465222101,1.2854177197114884,normal
GSM153294.CEL,1.4581653213810584,3.0502145355155,normal
GSM153295.CEL,-1.1046647932675344,3.9072317768419516,normal
