,wt-SNE 1,wt-SNE 2,type
GSM153054.CEL,-2.6975424780159436,3.013503897227963,primary_prostate_tumor
GSM153055.CEL,0.5307510311668485,0.47722226472914625,primary_prostate_tumor
GSM153056.CEL,-3.5907223517653417,4.729108747066808,primary_prostate_tumor
GSM153057.CEL,-4.839113682122864,0.8751615287312534,primary_prostate_tumor
GSM153058.CEL,-5.313563358889002,0.8210461458865249,primary_prostate_tumor
GSM153059.CEL,-4.472392092239441,1.8114576553625712,primary_prostate_tumor
GSM153061.CEL,3.9531019805010224,-3.748052844216218,primary_prostate_tumor
GSM153063.CEL,-0.2639682082099442,-6.167762974334625,primary_prostate_tumor
GSM153064.CEL,-3.871265710932705,-2.9639525819707773,primary_prostate_tumor
GSM153066.CEL,-1.974640660287507,4.696913590630866,primary_prostate_tumor
GSM153067.CEL,-1.611296341646927,-2.248588659280366,primary_prostate_tumor
GSM153068.CEL,-4.662793176638446,2.361902853395683,primary_prostate_tumor
GSM153069.CEL,-0.38568010107122025,-3.0435282881429733,primary_prostate_tumor
GSM153070.CEL,-3.0548351617554257,0.661044491763602,primary_prostate_tumor
GSM153072.CEL,-4.303782004575857,-1.1234414530623043,primary_prostate_tumor
GSM153073.CEL,-2.5714006837654573,-3.457465783829302,primary_prostate_tumor
GSM153074.CEL,2.1148644537232473,0.16543318307210494,primary_prostate_tumor
GSM153075.CEL,2.2769251356966214,0.3917931249535464,primary_prostate_tumor
GSM153076.CEL,-2.009394907372236,-0.7570693121404041,primary_prostate_tumor
GSM153077.CEL,-1.1483243081311159,0.3035632829928352,primary_prostate_tumor
GSM153078.CEL,4.451969253469925,0.7598672971577295,primary_prostate_tumor
GSM153079.CEL,1.5516949255097392,2.442834178063414,primary_prostate_tumor
GSM153080.CEL,1.6663511142794003,4.705819352123853,primary_prostate_tumor
GSM153081.CEL,3.3425375509699045,1.874187681419143,primary_prostate_tumor
GSM153082.CEL,-1.3420818204514786,2.2169194674875885,primary_prostate_tumor
GSM153083.CEL,1.1493910731716235,2.380361285074199,primary_prostate_tumor
GSM153084.CEL,0.21872105192152563,4.252508665096398,primary_prostate_tumor
GSM153085.CEL,0.17815250590716544,3.8869898162842844,primary_prostate_tumor
GSM153086.CEL,0.5086244064110444,2.731072886310477,primary_prostate_tumor
GSM153087.CEL,0.2883151090461084,-1.0692959985317856,primary_prostate_tumor
GSM153088.CEL,-1.6757671121213473,-0.22058950167374927,primary_prostate_tumor
GSM153089.CEL,0.7822775882475389,5.214817716622517,primary_prostate_tumor
GSM153090.CEL,0.5031457459405522,-0.545833116527805,primary_prostate_tumor
GSM153091.CEL,0.5228407675682418,2.2321299282209237,primary_prostate_tumor
GSM153092.CEL,1.015562340918905,1.6616167210764745,primary_prostate_tumor
GSM153093.CEL,1.2154710088158562,-2.077555204056387,primary_prostate_tumor
GSM153094.CEL,0.11517034243326495,2.524990501291158,primary_prostate_tumor
GSM153095.CEL,-2.1129624352975145,1.0554756100074927,primary_prostate_tumor
GSM153096.CEL,-0.5439103247586285,2.3020785221862927,primary_prostate_tumor
GSM153097.CEL,0.005215775026063608,2.6228871037203887,primary_prostate_tumor
GSM153098.CEL,-3.2206637669204996,-1.1328612087555618,primary_prostate_tumor
GSM153099.CEL,-0.33126449198799707,-0.6488164369576307,primary_prostate_tumor
GSM153100.CEL,-0.30266079839072824,1.7229651445502894,primary_prostate_tumor
GSM153101.CEL,-1.2695856641660146,3.5611062628416814,primary_prostate_tumor
GSM153102.CEL,3.466052900680288,4.10407988708974,primary_prostate_tumor
GSM153103.CEL,0.11975339905114461,3.2766864855606097,primary_prostate_tumor
GSM153104.CEL,0.20514564488537995,-4.689057461956796,primary_prostate_tumor
GSM153106.CEL,3.324425712327378,3.885377637393594,primary_prostate_tumor
GSM153107.CEL,1.2724114316017856,3.5799523557404096,primary_prostate_tumor
GSM153108.CEL,0.513076287854289,-5.252285277558174,primary_prostate_tumor
GSM153109.CEL,3.438267337913714,4.134180537881347,primary_prostate_tumor
GSM153110.CEL,1.0510755301508545,3.279890699814105,primary_prostate_tumor
GSM153111.CEL,-0.36354116833891875,2.7885063950431808,primary_prostate_tumor
GSM153112.CEL,-0.40071788496978633,1.3304740985997807,primary_prostate_tumor
GSM153113.CEL,-0.8279943980640182,4.341837714399232,primary_prostate_tumor
GSM153114.CEL,2.5878188693519024,-0.8343509486594922,primary_prostate_tumor
GSM187533.CEL,-0.42014178275337216,5.43036835687057,primary_prostate_tumor
GSM187534.CEL,-0.6687801839419149,5.121967689529784,primary_prostate_tumor
GSM187535.CEL,-1.0495508186484608,3.0420048185261894,primary_prostate_tumor
GSM153238.CEL,-3.0875847013279385,3.379549447387396,normal
GSM153239.CEL,2.2344660887988885,-3.9135047746349083,normal
GSM153240.CEL,1.5998906069929433,-0.8289407870377001,normal
GSM153241.CEL,-3.582951676653303,4.735423442370386,normal
GSM153242.CEL,2.5469288817389035,-5.382887882325278,normal
GSM153243.CEL,2.3228395388674374,-5.4967523919759,normal
GSM153244.CEL,1.041062152583267,-2.970696114339014,normal
GSM153245.CEL,-1.0241590129088458,-4.5050821658636595,normal
GSM153247.CEL,-2.907853345615675,2.4644470096129725,normal
GSM153248.CEL,-1.597589486161453,1.7619563902129147,normal
GSM153249.CEL,2.5406208918149353,-0.19485283737506193,normal
GSM153250.CEL,-1.278822264520859,-0.7042194229432328,normal
GSM153251.CEL,-3.561841353476192,0.7288174640363161,normal
GSM153252.CEL,-1.1671167629237404,-2.4461707207691705,normal
GSM153253.CEL,-0.14821193615577832,-3.3941562162086565,normal
GSM153254.CEL,2.5870607286825247,1.0792877637408784,normal
GSM153255.CEL,1.1905275146618777,-4.494140474906199,normal
GSM153256.CEL,-0.8477323084124041,-1.4838834031455999,normal
GSM153257.CEL,-1.669887179322323,-2.7836940235213943,normal
GSM153258.CEL,2.150517662368448,0.9569638835077756,normal
GSM153259.CEL,1.55976127662665,3.012881996580027,normal
GSM153260.CEL,3.495162303548104,2.290752732641046,normal
GSM153261.CEL,4.165711990199892,1.9196018581161765,normal
GSM153262.CEL,-2.771230336482348,-2.1252331404845024,normal
GSM153263.CEL,-2.520310276954317,-1.728472204371948,normal
GSM153264.CEL,-0.44303285589558455,-0.1677485149215127,normal
GSM153265.CEL,2.219201528133097,-1.7745457740333026,normal
GSM153266.CEL,1.1476893177291965,0.9406825064445973,normal
GSM153267.CEL,0.7148591462803592,-0.17811554307056013,normal
GSM153268.CEL,3.004831444167204,-2.545483165800689,normal
GSM153269.CEL,1.3047846221120505,-0.4209081701676458,normal
GSM153270.CEL,3.0861368685939476,0.37333374442567435,normal
GSM153271.CEL,-1.5055880385694749,-0.8959000448605643,normal
GSM153272.CEL,-1.0417662028947712,-1.7969858167811013,normal
GSM153273.CEL,-0.8639880715274589,1.6490752130421478,normal
GSM153274.CEL,1.439038489563402,-0.16703578988744988,normal
GSM153275.CEL,1.258202003484388,-0.8510535994838474,normal
GSM153276.CEL,1.818144708039476,-3.907282831090156,normal
GSM153277.CEL,2.096712629425471,-1.2669604472829443,normal
GSM153278.CEL,3.8727366006282082,-0.6355956529810607,normal
GSM153279.CEL,1.8947607138344797,-2.678287515892785,normal
GSM153280.CEL,2.819297409897393,-1.7379699174990555,normal
