,wt-SNE 1,wt-SNE 2,class
0,12.6999297401738,-17.4632509099651,1
1,23.01512648830002,-9.218022530927174,0
2,-15.4701206378331,18.305684206915878,0
3,-17.468180694773224,20.187621537071454,1
4,9.465758911943562,18.72397204697952,1
5,20.685648655313084,-5.582799934518295,0
6,-16.188396507838327,-20.96917427287696,0
7,-24.332153992670545,17.100906332064124,1
8,14.540467396618606,-11.197291090399084,1
9,14.288007955892127,7.620463622478395,0
10,-19.67642011692818,10.00002035649948,0
11,-13.11884627464667,11.03225604821112,1
12,19.99767929242836,-6.7647997902011365,1
13,14.985815126415167,21.174925211578987,0
14,-11.224720005546873,-17.31832738583021,0
15,-12.32482431348363,-20.468590347805918,1
16,21.560245001481125,-14.5553236801916,1
17,12.259234213686419,12.173892916755202,0
18,-13.165785832057082,-16.121091532199415,0
19,-12.600151352566602,-8.53508346484136,1
20,20.590187082830823,-6.69419243007759,1
21,13.118390787198809,-11.64784418707212,0
22,-11.242837479936474,-10.4928220397599,0
23,-16.76941803017468,-12.041882671772479,1
24,8.764870348187383,9.082762040070916,1
25,16.93003727815624,19.033660245988134,0
26,-17.788090577522123,-9.122016438075445,0
27,-15.43968288902737,11.183530582819776,1
28,7.060642213992892,9.639460499087056,1
29,11.596511944763684,16.196930885361205,0
30,-19.46523452874825,5.439198957469823,0
31,-20.230253691940796,6.878724640934896,1
32,18.25145195821664,16.91998132555392,1
33,20.77048436203541,-9.266459424105575,0
34,-17.649786851688013,6.826820261714987,0
35,-20.29416197738046,8.625586724510995,1
36,25.6909330927457,-7.290354982436109,1
37,9.521906147609492,17.73096206157036,0
38,-17.159035520125823,-9.11008643448684,0
39,-14.822699913633995,-20.51560392660267,1
40,21.561543825540028,-16.701576037443743,1
41,20.01799356805738,-5.7343016297615605,0
42,-18.85431484578784,17.232987827169502,0
43,-11.904023172059409,-21.96313011810966,1
44,6.559546638771019,9.764853405185239,1
45,22.994469982787123,-7.08041791266264,0
46,-8.494503062657,-10.238666199399104,0
47,-12.748462659779786,-9.04829376377765,1
48,22.93178953513352,-5.424039448205793,1
49,26.35967407364909,-9.853484618772981,0
50,-13.778238670366422,7.8457993556582295,0
51,-15.552263634088792,17.141481533836732,1
52,14.092897641132554,9.50884958029887,1
53,17.709297014506525,-12.172755616531644,0
54,-20.92539944180035,20.203037790014754,0
55,-8.688297206844194,-9.830761024110782,1
56,18.696331837939738,16.916949206247864,1
57,13.884645967152709,15.584307119473127,0
58,-15.712103804331562,8.625747732826085,0
59,-16.412339780653316,-7.156686835919784,1
60,26.141472452628726,-9.720295395315167,1
61,7.562369090147692,9.172593550534637,0
62,-12.148713343057718,-6.895530277758936,0
63,-15.83800534170067,16.562084172522813,1
64,10.390175423456263,10.442441722761508,1
65,13.09716184308108,-17.795831649857078,0
66,-14.240691787269572,11.591364021604177,0
67,-17.49509953079555,10.19528592840742,1
68,23.402352144654486,-4.646325332946096,1
69,19.98608148325831,-10.824098777970672,0
70,-12.938459517155794,-13.053273659559247,0
71,-8.7080895800794,-9.760357272203727,1
72,17.61655569556557,14.776760775435266,1
73,21.409588257819763,-16.854592446420227,0
74,-18.325386773671056,-20.581238240682517,0
75,-20.65633332313222,19.77658408523915,1
