,wt-SNE 1,wt-SNE 2,class
0,1.7463467474194758,-3.443232405393306,0
1,3.2239111900914867,-2.7817955539994665,0
2,1.1321439718405772,-2.302304829446923,0
3,2.661105339081142,1.389769806550405,0
4,1.1997734274155012,-2.421801392927164,0
5,-0.05781095377515411,-1.4101527051290041,0
6,3.0967338379664895,-2.1010889635345706,0
7,3.786739600831326,-0.9661976444781429,0
8,3.249985282771508,-1.214561412246909,0
9,3.211576922035567,-3.3442030518063084,0
10,1.2782720190122483,-1.8287387493799878,0
11,2.4268775817656336,-1.1063436872970767,0
12,2.852508251697707,-1.5368110814400382,0
13,2.1862773848755834,-2.7673432297432425,0
14,2.2373462360646683,-3.0970416672059797,0
15,2.621431356135712,-2.7663355604301323,0
16,1.8863917804325148,-0.5634989476073515,0
17,2.637059390572694,-2.3908582052341525,0
18,0.6572768300272563,-2.652429408599224,0
19,0.08842531340664812,-2.210518619411073,0
20,0.9964450654089655,-1.541978236364185,0
21,1.6247752106997992,-1.975058148072039,0
22,1.5127645228526887,-4.236857187746924,0
23,1.6549689161950651,-1.9463478734076005,0
24,1.6470127335662978,-3.0391427165140774,0
25,-0.8530885366368127,2.9920276750991572,1
26,-3.5135324679302786,2.817418383356533,1
27,-2.5571588979493898,2.774433039555635,1
28,0.5787303862843401,2.520712696018149,1
29,-3.608165417576296,2.9642703996231474,1
30,-2.014404327886135,0.3210374291998994,1
31,-3.634468056280935,1.3656849877283603,1
32,-2.787955030438457,2.482088067249599,1
33,0.2622748693963419,-0.16620550509187276,1
34,-2.527753928761258,2.0881013025131434,1
35,-1.9878500713920755,1.4312609242240524,1
36,-0.5994805334108538,1.0077814210395475,1
37,-1.2013693633056077,2.9216885388631693,1
38,-3.357593392946895,0.9000678106967109,1
39,-3.3281602398835157,2.3469790721198094,1
40,-1.7684112781021983,2.9357545092148722,1
41,-2.3192710624977675,3.5220109904815384,1
42,-3.069353382147917,0.9602776093970606,1
43,-1.198902024051443,2.2430768343004868,1
44,-2.847567055525318,1.6929226193813671,1
45,-2.4580533506378144,1.3506517637895035,1
46,-0.31340304309896955,2.7535354690175793,1
47,-1.5501543838464076,0.36811959218364926,1
48,-3.33365172967742,1.8795072141306033,1
49,-1.4150106249383367,3.295188951390903,1
50,3.123100875611497,-0.40514640009847813,0
51,2.6528680757813037,-0.749967834112138,0
52,-0.04128447851868262,-2.8918623698200543,0
53,0.6473496973742583,-1.121189282973898,0
54,2.491656797563224,-0.15229017593981387,0
55,2.2398379590931388,-1.5535173671282017,0
56,0.3525353364346122,-2.305212580420061,0
57,1.2635847123260466,-1.2036305971224563,0
58,2.355353228843301,-1.46647065435302,0
59,3.916282936833971,-1.6559475299616742,0
60,1.6176831966147998,0.684672666553316,0
61,2.6617560537898637,-4.213546685957074,0
62,-0.5951063143620904,-0.43361457455850283,0
63,1.707124393082068,-1.7995799763363993,0
64,1.2218983500799843,-2.9929573967260614,0
65,1.6429858756226088,-0.7380926124682358,0
66,3.4372733871013974,-3.0433075588903704,0
67,1.5071271223779106,-3.531298941854848,0
68,1.1863588365904247,-1.434456380292021,0
69,3.3986438426479717,-3.5632189968595642,0
70,1.8803053058094703,-2.505034098211139,0
71,3.4905465781603238,-1.9118901082512305,0
72,0.34162858232720394,-1.4431119401285133,0
73,2.233033426744957,-1.0446522795287225,0
74,0.28296680347603903,-3.7898096729475963,0
75,-1.353294253443338,0.9865344364174462,1
76,-1.1283280841923764,3.771937869964445,1
77,-0.9666138259533857,1.7173389472272238,1
78,-1.3721721804440783,2.5721130394858154,1
79,-3.056796041824746,-0.07394099758594055,1
80,-4.392913637317491,1.7543773184154088,1
81,-3.002332850641661,3.5962383650401626,1
82,-1.4481913260373847,3.5272311356127863,1
83,-2.8152072928471177,0.34612556984321236,1
84,-1.8760241331005656,2.075318659010381,1
85,0.12806896696304157,1.4553362861440304,1
86,-0.342123798172475,1.8414218595000256,1
87,-3.7336921573750628,0.5241436218743337,1
88,-2.0637140955916067,2.5930704141154766,1
89,-0.41779950332153504,1.869818622120941,1
90,-2.5330524664720375,3.7015836301674105,1
91,-1.0306509599011369,2.7232751459239113,1
92,-1.4214913926416564,1.4755579745379086,1
93,-1.5297103698441077,1.6001340473292462,1
94,-0.6924481007442358,2.149756565766746,1
95,-1.0371369507887316,0.9018825025823751,1
96,-0.07624542884071521,1.4075532977486032,1
97,-2.2296248142756827,1.5574158059612235,1
98,-2.4380491071232884,3.2638012418401483,1
99,-2.3405517926242205,0.4135876647253152,1
