,wt-SNE 1,wt-SNE 2,class
0,0.6590487261559943,-0.2935776336937284,0
1,0.17760319148754855,0.3234983532097631,0
2,-0.0824724843290442,-0.07712563802372464,0
3,0.39904967013014253,0.4356880300783208,0
4,-0.18521228578763382,0.016526961565248084,0
5,-0.5599975514828515,0.016555546293681864,0
6,-0.4048895540852474,-0.7198483375791506,0
7,0.0660234316390097,-0.5462239415005277,0
8,0.519338251466517,0.1019032215928082,0
9,0.4175768794172391,-0.33806102464548016,0
10,-0.0192432212087113,0.02832184180914316,0
11,0.39164857687617377,0.07692359585620337,0
12,0.05033558758838619,-0.05452242821149804,0
13,-0.504375408177402,0.27509554136375564,0
14,-0.15752076021423073,-0.03365352216533907,0
15,-0.005014604646141744,-0.28035120092056476,0
16,0.025965919738843397,0.23942125931036193,0
17,0.23124808282638218,-0.4622548420110197,0
18,-0.30906350595693727,-0.5355625264654292,0
19,0.028349254251995123,-0.01429490215656293,0
20,0.2747705924495079,0.22397740157742135,0
21,0.5935318311062078,-0.05752507599494358,0
22,-0.466976309928932,0.11686313184014503,0
23,-0.08330078092628329,0.14152935625612764,0
24,-0.17621679075665447,0.1923304853263417,0
25,0.14159926808787024,0.04623405752236613,1
26,0.034686449419935254,0.27874274668479376,1
27,-0.6470740924127351,0.2839843102738841,1
28,-0.5577541808191587,-0.27803896047588633,1
29,0.06958087275305896,-0.6436164925662284,1
30,0.10730758210691961,0.05476027221787365,1
31,0.08936739197390335,0.8934490869235023,1
32,-0.3099601968219891,-0.24273211460577618,1
33,0.2979714851817096,-0.2663217085189439,1
34,-0.25889054752620183,-0.1073699727749676,1
35,0.08770111421696626,-0.08941664310974032,1
36,0.001806231726894647,-0.10560964176306128,1
37,-0.023366732879961754,0.3768118384201573,1
38,0.4685037858020631,-0.30553012925708517,1
39,-0.22866543861945998,0.4726967679870355,1
40,0.194181877900754,0.40275976262624213,1
41,-0.7667439469304316,-0.12129677202929301,1
42,-0.05088739041032819,-0.44707827199635686,1
43,0.5085730561188244,0.15342133972057542,1
44,-0.6191202847150191,0.3925824326398872,1
45,-0.06366375162011836,0.33174501244228816,1
46,-0.6854929013464119,-0.4807596530365486,1
47,0.5962478554590738,0.006778126324853414,1
48,-0.6736250546341583,-0.0970017422135854,1
49,-0.1516346165773555,-0.1569138965668682,1
50,0.5848507752248342,0.0008010989174582791,0
51,-0.38300335105776484,-0.36297067256906834,0
52,-0.15039577035818505,0.06137194818572966,0
53,-0.19860870448009343,-0.2362897691011536,0
54,0.07068284050295005,0.42856653115655735,0
55,-0.3228377217584066,0.564389976332342,0
56,-0.032128017769281064,-0.016681432308621548,0
57,0.3812977952931815,0.27008711507156274,0
58,-0.15280333257013873,-0.013069419661806306,0
59,0.33515518983049136,-0.22587988112873697,0
60,-0.5302708108753169,0.29728758968476215,0
61,0.19960561967899276,-0.560229874661127,0
62,0.0007288568755696432,0.3327765199159234,0
63,-0.24671209679129982,-0.06411316203412863,0
64,0.2549057165926008,-0.6449621071996823,0
65,-0.08647597277946498,-0.13152252748968477,0
66,0.48952604014669265,0.8514625659376143,0
67,-0.5173805251306555,0.3155311463594157,0
68,-0.06177946755482852,-0.3737177289916937,0
69,-0.1250722863488752,-0.45942857820532595,0
70,0.07865641844346775,-0.0824632083523115,0
71,0.30199958651144465,0.054142460688146626,0
72,0.28433727786221646,0.2436871995448164,0
73,-0.5976308677555476,-0.4221331159396368,0
74,0.565110205785244,-0.026531133530829774,0
75,-0.4587514573708026,0.341215002346811,1
76,0.09405519671717932,0.08298380809621884,1
77,0.37626618727084227,0.3165831130620186,1
78,0.3565663737874771,0.40255859981742104,1
79,-0.15905449371274163,-0.6073765365217884,1
80,0.5469112099618997,-0.34773133563058756,1
81,0.20570802194491347,-0.6266154740335081,1
82,-0.1627980422711494,-0.011097364577804705,1
83,-0.4022643561950984,0.33460335764961885,1
84,0.10578474345340393,-0.22908391868888844,1
85,0.33624951878635273,0.6680672334528618,1
86,0.2999165264034223,-0.6792384742419503,1
87,-0.5538945555848832,-0.32822303043592876,1
88,-0.17263539268290268,0.6483299179378827,1
89,0.0538973250624576,0.22107607863731657,1
90,0.24926724174283732,0.15699728169872934,1
91,0.09068481672635173,0.4747609124272501,1
92,0.3066767952556683,-0.2036888648446786,1
93,0.08659107091250715,-0.0855038348827002,1
94,0.022702847331123942,-0.06559488459605399,1
95,0.012992624589652271,0.8264399467899454,1
96,0.1465155514173148,-0.03788126198121103,1
97,0.012232449689468421,-0.03475214160515598,1
98,-0.10556167251067168,-0.03870033260486122,1
99,0.1293294986890279,-0.10615274547195061,1
