,wt-SNE 1,wt-SNE 2,class
0,-0.5766929381436636,-0.5046288430700178,0
1,-0.3685480970004613,0.07402314489608865,0
2,0.03350580251870962,-0.08205913887404323,0
3,-0.2977223513469607,0.4850550177468275,0
4,-0.07587823654039645,-0.14783368677373324,0
5,0.45815093597438195,0.3255599107362768,0
6,0.40627215631678965,-0.6994128952677708,0
7,-0.04446661280641345,-0.5571433335988285,0
8,-0.5533157002623814,0.01042451567028576,0
9,0.03724960072278362,-0.5345412344869865,0
10,-0.06809838175575611,0.00816449847541949,0
11,-0.29400962248026385,-0.09129314304983341,0
12,-0.0978253656615193,-0.08911915363000951,0
13,-0.6326829343359285,0.009448973515338962,0
14,0.07880854244104615,-0.10345079855998766,0
15,-0.15817448675338164,-0.36857587792962637,0
16,-0.14070471813547206,0.20393994129631948,0
17,0.03724387281318561,-0.48650264686712735,0
18,0.6160365468109317,-0.10785252232793152,0
19,-0.022622039031522097,-0.012061772578875309,0
20,-0.42681197560985223,-0.03260207916792506,0
21,-0.29391459899841665,-0.4557704084169428,0
22,0.311429608806922,0.29318527007650114,0
23,-0.10676054871269733,0.01951105524232848,0
24,0.0969759257672342,0.286538363623888,0
25,-0.023245505745498416,0.14471025657949202,1
26,-0.18037026032146958,0.20944808896296932,1
27,0.40407109791482715,0.6191996871763628,1
28,0.5832662321674327,0.2513851060442276,1
29,0.39079163002888745,-0.5294372513489849,1
30,-0.086559681268323,0.017311362775720422,1
31,-0.8497707671156315,0.39100672678763027,1
32,0.3740570083493439,-0.06644968351128394,1
33,-0.04387031763438737,-0.41911946841858433,1
34,0.241188757754113,0.008739783724057409,1
35,0.18763874367204492,0.09921729635731229,1
36,-0.002229754181020391,-0.1991818143043414,1
37,0.07042677145505234,0.31493950930069364,1
38,-0.09687189291326696,-0.5116171251722204,1
39,-0.5541728874216713,0.09638318259426443,1
40,0.14492680575052905,0.5176523005531083,1
41,0.6740635830218002,0.4514089663145696,1
42,0.36866629508712073,-0.25657132423725104,1
43,-0.5199972636442483,-0.2927360250195269,1
44,0.23703159858417258,0.6782985480232963,1
45,-0.012625263417193923,0.38131276500723227,1
46,0.8655118667101896,-0.06800407171611383,1
47,-0.49767863377775173,-0.2916298340628482,1
48,0.6441315860677206,0.30705170520331826,1
49,0.2562366999296633,0.026068990645163694,1
50,-0.5261385847242603,-0.33033913528549597,0
51,0.5103961311699562,-0.05998492123897692,0
52,-0.10261881856254979,-0.051220397764168465,0
53,0.30698614307979577,-0.04140892018687374,0
54,-0.26893574680757887,0.36470369213517917,0
55,-0.6660144957722549,0.056658469190952465,0
56,0.018428541138974967,0.0015896757586531952,0
57,-0.47046992526740455,-0.023381664665669186,0
58,-0.13809331977682135,-0.19644102360970192,0
59,-0.2671776985494539,-0.39851510241431093,0
60,0.16652944318769194,0.574606578745065,0
61,-0.01780925675480916,-0.62347447539994,0
62,-0.10355041545081868,0.27423685106758183,0
63,0.1369808164231729,-0.10046935091290952,0
64,0.04601899436987349,-0.6948480152605513,0
65,0.15442038534058167,-0.1319275680951858,0
66,-0.3514186957474165,0.9005166162128345,0
67,-0.3768254146237662,-0.49318147515881305,0
68,0.33063654693554945,-0.27022628778165325,0
69,0.3609482736170155,-0.3075976936070315,0
70,-0.08180439452670288,-0.15387125061595436,0
71,-0.2454403746389714,-0.13701693357757053,0
72,-0.3884911965789124,0.018232271742986694,0
73,0.6952524348760787,-0.09699698069168715,0
74,-0.4366068923369565,-0.3079287707795369,0
75,0.02228423960601145,0.543713187303036,1
76,0.08700224062447598,0.18457193060493132,1
77,-0.369410187589992,0.22542301353333616,1
78,-0.09674537158465532,0.5456576278060236,1
79,0.5822463798545916,-0.30922796398408287,1
80,0.47147124916584043,0.46820257426720624,1
81,0.5007919428181938,-0.4380446955118928,1
82,0.17270234997777284,0.1092981350913656,1
83,0.4096450043951614,0.28111115417215665,1
84,0.0005036444861030139,-0.28640664810986793,1
85,-0.6622924925545167,0.3878717680112915,1
86,0.3697090060977891,-0.6503856431492475,1
87,0.67349697545116,-0.04705686852553399,1
88,-0.2621354280734759,0.58606421033344,1
89,-0.08674409398658786,0.2227022464701544,1
90,0.10416539010804256,0.36811376889376757,1
91,-0.18216581317230174,0.44200920218015693,1
92,-0.20253591277005684,-0.33018456127465806,1
93,-0.01934230332852342,-0.12886356688935308,1
94,0.04102948921004387,0.0363324881917926,1
95,-0.5470254363190081,0.6414781993843344,1
96,0.013502347675084053,0.06901305014881397,1
97,0.03523973831926555,0.027890649270904847,1
98,0.17314986792518314,0.09557384177221724,1
99,-0.005806140004948545,-0.13896212273541375,1
